id	pid	title	authors	venue	source	year
50|doi_________::21a3cf06b05c93d04ef70aa0942e1e7d	10.1007/978-3-319-46604-0_52	Visual Link Retrieval in a Database of Paintings,Visual Link Retrieval in a Database of Paintings	Frédéric Kaplan,Benoit Seguin,Isabella diLenardo,Carlotta Striolo	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783319466033,ECCV Workshops (1)	2016-01-01
50|doi_dedup___::f3802a0c07059c1bcc34d3df0321bf31	10.1007/978-3-642-10871-6_11	LODE: Linking Open Descriptions of Events,LODE: Linking Open Descriptions of Events	Lynda Hardman,Ryan Shaw,Raphaël Troncy	\N	Crossref,The Semantic Web ISBN: 9783642108709,ASWC,Shaw, Ryan; Troncy, Raphaël; & Hardman, Lynda. (2009). LODE: Linking Open Descriptions of Events. School of Information. UC Berkeley: School of Information. Retrieved from: http://www.escholarship.org/uc/item/4pd6b5mh	2009-01-01
50|doi_________::d263cfc0e312362bccf33e7b4f886f1f	10.1145/1571941.1572153	an online tool for evaluating and comparing IR systems,EvaluatIR: an online tool for evaluating and comparing IR systems,EvaluatIR	Justin Zobel,Alistair Moffat,Timothy G. Armstrong,William Webber	Proceedings of the 32nd international ACM SIGIR conference on Research and development in information retrieval	Crossref,SIGIR	2009-07-19
50|doi_________::dd42c3a7e35887b843697690eea1046c	10.1007/978-3-540-77094-7_41	Keyphrase extraction in scientific publications,Keyphrase Extraction in Scientific Publications	Min-Yen Kan,Thuy Dung Nguyen	\N	Crossref,Asian Digital Libraries. Looking Back 10 Years and Forging New Frontiers ISBN: 9783540770930,ICADL	2008-01-22
50|doi_dedup___::297af676a74a259bd030e8e3d45d953e	10.1145/2911996.2912012,10.48550/arxiv.1604.02546,1604.02546,11380/1096865	Scene-driven Retrieval in Edited Videos using Aesthetic and Semantic Deep Features,Scene-driven Retrieval in Edited Videos using Aesthetic and Semantic Deep Features	Rita Cucchiara,Lorenzo Baraldi,Costantino Grana	Proceedings of the 2016 ACM on International Conference on Multimedia Retrieval	Crossref,ICMR	2016-06-06
50|doi_dedup___::51093054c7bdf20aefcfb634e48808fc	10.1016/j.ipm.2019.102109	Focal elements of neural information retrieval models. An outlook through a reproducibility study,Focal elements of neural information retrieval models. An outlook through a reproducibility study	Stefano Marchesin,Alberto Purpura,Gianmaria Silvello	Information Processing &amp; Management	Crossref,Information Processing &amp; Management	2020-11-01
50|doi_________::f7e245d048578482a0c08c2a36897b5e	10.1145/1255175.1255183	the digccurr project,Defining what digital curators do and what they need to know: the digccurr project,Defining what digital curators do and what they need to know	Helen R. Tibbo,John C. Schaefer,Christopher A. Lee	Proceedings of the 7th ACM/IEEE-CS joint conference on Digital libraries	Crossref,JCDL	2007-06-18
50|doi_________::5d68091255acc6ad3183498037b8c805	10.1007/978-0-387-77745-0	Metadata and Semantics,Metadata and Semantics	Miguel-Angel Sicilia,Miltiadis D. Lytras	\N	Crossref,Metadata and Semantics	2009-01-01
50|doi_________::843772bad2f7a67d2a18497d2d1dd5aa	10.1145/2815675.2815714	The Impact of Geolocation on Web Search Personalization,Location, Location, Location: The Impact of Geolocation on Web Search Personalization,Location, Location, Location	Christo Wilson,Chloe Kliman-Silver,David Lazer,Alan Mislove,Aniko Hannak	Proceedings of the 2015 Internet Measurement Conference	Crossref,Internet Measurement Conference	2015-10-28
50|doi_________::8820124d731ee6a02ad8564ebb1431d5	10.1002/(sici)1099-095x(199805/06)9:3<329::aid-env308>3.0.co;2-9	Characterization of the trophic conditions of marine coastal waters with special reference to the NW Adriatic Sea: Proposal for a trophic scale, turbidity and generalized water quality index,Characterization of the trophic conditions of marine coastal waters with special reference to the NW Adriatic Sea: proposal for a trophic scale, turbidity and generalized water quality index	Attilio Rinaldi,G. Montanari,R.A. Vollenweider,Franco Giovanardi	Environmetrics	Crossref	1998-05-01
50|doi_dedup___::8f19f3ced5fbc6e839cd4cf462082597	10.1109/infcom.2002.1019374,10.1184/r1/6607010,10.1184/r1/6607010.v1	Locality in search engine queries and its implications for caching,Locality in search engine queries and its implications for caching	David R. O'Hallaron,Yinglian Xie	Proceedings.Twenty-First Annual Joint Conference of the IEEE Computer and Communications Societies	Crossref,INFOCOM	2003-06-25
50|doi_________::c8996980a8a6ce4de5216ab42cf7760c	10.1016/j.intcom.2009.11.007	Human-computer interaction: A stable discipline, a nascent science, and the growth of the long tail,Human–computer interaction: A stable discipline, a nascent science, and the growth of the long tail	Alan Dix	Interacting with Computers	Crossref	2010-01-01
50|doi_________::e53bd713d52b90b65754e36bb90b1812	10.1109/tsmc.2013.2273310	WoMan: Logic-Based Workflow Learning and Management,WoMan: Logic-Based Workflow Learning and Management	Stefano Ferilli	IEEE Transactions on Systems, Man, and Cybernetics: Systems	Crossref	2014-06-01
50|doi_dedup___::3dde1a8706ee5a7c36d3a254548bcf96	10.1016/j.cviu.2015.05.009,10.48550/arxiv.1407.0623,1407.0623,11380/1072784	A data-driven approach for tag refinement and localization in web videos,A data-driven approach for tag refinement and localization in web videos	Alberto Del Bimbo,Lamberto Ballan,Giuseppe Serra,Marco Bertini	Computer Vision and Image Understanding	Crossref	2015-11-01
50|doi_dedup___::1aa8ded1a8ef0318c5ffdea47d9b4549	10.1109/titb.2009.2017529,19304487	Overview of Advanced Computer Vision Systems for Skin Lesions Characterization,Overview of Advanced Computer Vision Systems for Skin Lesions Characterization	Charalampos Doukas,Ilias Maglogiannis	IEEE Transactions on Information Technology in Biomedicine	Crossref	2009-09-01
50|doi_________::bf4c22031286dd4648fec9cd0097c7c0	10.4324/9780203928639	Search engine anatomy: The industry and its commercial structure,Libr@ries	Nick Thieberger,Mark Dressman,Jane Hunter,Linda Barwick,Michael Peters	\N	Crossref	2013-02-01
50|doi_dedup___::609cc853345bf9db9c2b3089f256281c	10.2139/ssrn.2458362,10.1016/j.infoecopol.2017.05.004	Open Access to Research Data: Strategic Delay and the Ambiguous Welfare Effects of Mandatory Data Disclosure,Open Access to Research Data: Strategic Delay and the Ambiguous Welfare Effects of Mandatory Data Disclosure ☆,Open Access to Research Data: Strategic Delay and the Ambiguous Welfare Effects of Mandatory Data Disclosure	Frank Mueller-Langer,Patrick Andreoli Versbach,Patrick Andreoli Versbach	SSRN Electronic Journal	Crossref	2014-01-01
50|doi_________::798353027b67f096d8bac9029a444cff	10.15497/rda00033	Matrix of use cases and functional requirements for research data repository platforms	Repository Platforms For Research Data Interest Group	\N		2016-01-01
50|doi_________::f33b5d0e50c33bbeb4a0bb29eccd0eaf	10.16995/dm.19	The Inscriptions of Aphrodisias as electronic publication: A user's perspective and a proposed paradigm,The &lt;i&gt;Inscriptions of Aphrodisias&lt;/i&gt; as electronic publication: A user's perspective and a proposed paradigm	Gabriel Bodard	Digital Medievalist	Crossref	2008-03-21
50|doi_dedup___::48555afa8261f1e556f2fd82a5ca2bbd	10.1504/ijmso.2008.023567	Preservation of interactive multimedia performances,Preservation of interactive multimedia performances	Kia Ng,Alexander Mikroyannidis,Bee Ong,Tran Vu Pham,David Giaretta	International Journal of Metadata, Semantics and Ontologies	Crossref,1744-263X	2008-01-01
50|doi_dedup___::afdcf7da64501586d143f668ee909924	10.1098/rsta.2012.0071,23230155	GATECloud.net: a platform for large-scale, open-source text processing on the cloud.,GATECloud.net: a platform for large-scale, open-source text processing on the cloud	Kalina Bontcheva,Ian Roberts,Hamish Cunningham,Valentin Tablan	Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences	Crossref,1471-2962	2013-01-28
50|doi_________::1bc00525dc0771293ba65fbac67c5046	10.1016/s0169-7552(98)00110-x	The anatomy of a large-scale hypertextual Web search engine,The anatomy of a large-scale hypertextual Web search engine	Lawrence Page,Sergey Brin	Computer Networks and ISDN Systems	Crossref	1998-04-01
50|doi_dedup___::93a19181310f11509e3ecfbc4d47e60b	10.1016/0031-3203(90)90091-x	Character recognition—a review,Character recognition — A review	A P Shivaprasad,V. K. Govindan	Pattern Recognition	Crossref	1990-01-01
50|doi_dedup___::fb0346073cb3a3e2e7b4e2ba86778d45	10.1007/978-3-642-15850-6_10	A Digital Library Effort to Support the Building of Grammatical Resources for Italian Dialects,A Digital Library Effort to Support the Building of Grammatical Resources for Italian Dialects	Riccardo Miotto,Diego Pescarini,Paola Benincà,Giorgio Maria Di Nunzio,Maristella Agosti	\N	Crossref,Communications in Computer and Information Science ISBN: 9783642158490,IRCDL	2010-01-01
50|doi_dedup___::5b49072546b8635657a3c32ffb2ac205	10.1109/ictai.2008.34	Integrating YAGO into the Suggested Upper Merged Ontology,Integrating YAGO into the Suggested Upper Merged Ontology	G. de Melo,Adam Pease,Fabian M. Suchanek	2008 20th IEEE International Conference on Tools with Artificial Intelligence	Crossref,ICTAI (1)	2008-11-01
50|doi_________::1506e46732cafaa20a0f48cf94a4740c	10.1007/11510154_1	Visualizing knowledge and information: an introduction,Visualizing Knowledge and Information: An Introduction	Sigmar-Olaf Tergan,Tanja Keller	\N	Crossref,Lecture Notes in Computer Science ISBN: 9783540269212,Knowledge and Information Visualization	2005-01-01
50|doi_dedup___::2d68e330414a34b0ca1ec86baf165764	10.1007/978-3-642-20946-8_1	Digital Libraries	Maristella Agosti	\N	Crossref,Advanced Topics in Information Retrieval ISBN: 9783642209451	2011-01-01
50|doi_dedup___::382ab8516ae07741bf1fc5b8fa645f1a	10.1007/11863878_56	MedSearch : a retrieval system for medical information based on semantic similarity,MedSearch: A Retrieval System for Medical Information Based on Semantic Similarity	Giannis Varelas,Evangelos E. Milios,Euripides G. M. Petrakis,Angelos Hliaoutakis	\N	Crossref,Research and Advanced Technology for Digital Libraries ISBN: 9783540446361,ECDL,Scopus - Elsevier	2006-01-01
50|doi_dedup___::8ae866f37b83040c09a35103b8bf4cf6	10.1007/978-3-030-30760-8_6,1871.1/b147dd95-5dde-44e7-b088-a6656281960d	A Framework for Citing Nanopublications,A Framework for Citing Nanopublications	Fabris, Erika,Kuhn, Tobias,Silvello, Gianmaria,Doucet, Antoine,Isaac, Antoine,Golub, Koraljka,Aalberg, Trond,Jatowt, Adam	\N	Crossref,Digital Libraries for Open Knowledge ISBN: 9783030307592,TPDL,Lecture Notes in Computer Science,issn: 0302-9743,eissn: 1611-3349,isbn: 978-3-030-30759-2,eisbn: 978-3-030-30760-8,Lecture Notes in Computer Science - Digital Libraries for Open Knowledge,Digital Libraries for Open Knowledge: 23rd International Conference on Theory and Practice of Digital Libraries, TPDL 2019, Proceedings, 70 - 83,STARTPAGE=70;ENDPAGE=83;TITLE=Digital Libraries for Open Knowledge,Fabris , E , Kuhn , T & Silvello , G 2019 , A Framework for Citing Nanopublications . in A Doucet , A Isaac , K Golub , T Aalberg & A Jatowt (eds) , Digital Libraries for Open Knowledge : 23rd International Conference on Theory and Practice of Digital Libraries, TPDL 2019, Proceedings . Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics) , vol. 11799 LNCS , Springer Verlag , pp. 70-83 , 23rd International Conference on Theory and Practice of Digital Libraries, TPDL 2019 , Oslo , Norway , 9/09/19 . https://doi.org/10.1007/978-3-030-30760-8_6,Digital Libraries for Open Knowledge - 23rd International Conference on Theory and Practice of Digital Libraries, TPDL 2019, Oslo, Norway, September 9-12, 2019, Proceedings	2019-01-01
50|doi_________::f505a5ee9a9c68e240ca54de1a17a01a	10.2200/s00434ed1v01y201207icr022	Theoretical Foundations for Digital Libraries: The 5S (Societies, Scenarios, Spaces, Structures, Streams) Approach,Theoretical Foundations for Digital Libraries: The 5S (Societies, Scenarios, Spaces, Structures, Streams) Approach	Marcos André Gonçalves,Edward A. Fox,Rao Shen	Synthesis Lectures on Information Concepts, Retrieval, and Services	Crossref,Theoretical Foundations for Digital Libraries: The 5S (Societies, Scenarios, Spaces, Structures, Streams) Approach	2012-07-30
50|doi_dedup___::299acc84e76ee2f714b3fee179b9737b	10.1214/aoms/1177729694	On Information and Sufficiency,On Information and Sufficiency	Solomon Kullback,R. A. Leibler	The Annals of Mathematical Statistics	Crossref,Ann. Math. Statist. 22, no. 1 (1951), 79-86	1951-03-01
50|doi_________::cef12b4a52244e7456fb1dcbcd8a5d9d	10.1109/5.726791	Gradient-based learning applied to document recognition,Gradient-based learning applied to document recognition	Yann LeCun,Yoshua Bengio,Yoshua Bengio,Yoshua Bengio,Léon Bottou,Léon Bottou,Patrick Haffner	Proceedings of the IEEE	Crossref	1998-01-01
50|doi_dedup___::83c5f85d04979baf4feee24b0cb76ca8	10.1260/1478-0771.8.2.111,10.6092/unibo/amsacta/3142	An Integrated 3D Geodatabase for Palladio's Work,An Integrated 3D Geodatabase for Palladio's Work	Marco Gaiani,S. Baldissini,Fabrizio Ivan Apollonio,Cristiana Corsi	International Journal of Architectural Computing	Crossref,Apollonio, FI ; Corsi, C ; Gaiani, M ; Baldissini, S (2010) An Integrated 3D Geodatabase for Palladio's Work. [Preprint]	2010-09-01
50|doi_________::7b6cb8311560237b4e41483ef5db47bb	10.1007/978-3-642-24826-9_38	Term familiarity to indicate perceived and actual difficulty of text in medical digital libraries,Term Familiarity to Indicate Perceived and Actual Difficulty of Text in Medical Digital Libraries	Gondy Leroy,James E. Endicott	\N	Crossref,Digital Libraries: For Cultural Heritage, Knowledge Dissemination, and Future Creation ISBN: 9783642248252,ICADL	2011-01-01
50|doi_________::9df43bc1a480edebfbb73767e6478b75	10.21609/jiki.v8i1.278	COVERAGE, DIVERSITY, AND COHERENCE OPTIMIZATION FOR MULTI-DOCUMENT SUMMARIZATION	Agus Zainal Arifin,Diana Purwitasari,Khoirul Umam,Fidi Wincoko Putro,Gulpi Qorik Oktagalu Pratamasunu	Jurnal Ilmu Komputer dan Informasi	Crossref	2015-03-26
50|doi_________::e60ea5b888612c698b27a45fb9355ecf	10.1108/eb024320	The design of browsing and berrypicking techniques for the online search interface,The design of browsing and berrypicking techniques for the online search interface	Marcia J. Bates	Online Review	Crossref	1989-05-01
50|doi_dedup___::f5f62e5e30696087f8313758115c5e07	10.1109/tpami.2007.70815,18617721	Effective Proximity Retrieval by Ordering Permutations,Effective Proximity Retrieval by Ordering Permutations	Edgar Chavez,Karina Figueroa,Gonzalo Navarro	IEEE Transactions on Pattern Analysis and Machine Intelligence	Crossref	2008-09-01
50|doi_________::1f8d4568367aac5783e59d77aed546f0	10.1145/371920.372166	an open RDF infrastructure for shared Web annotations,Annotea: an open RDF infrastructure for shared Web annotations,Annotea	José Kahan,Marja-Ritta Koivunen	Proceedings of the 10th international conference on World Wide Web	Crossref,WWW	2001-04-01
50|doi_________::ac7b2ef0508a9a8dcd40d75f149a9f18	10.1007/978-3-540-76280-5	Machine Learning in Document Analysis and Recognition,Machine Learning in Document Analysis and Recognition	Hiromichi Fujisawa,Simone Marinai	\N	Crossref,Studies in Computational Intelligence ISBN: 9783540762799,Machine Learning in Document Analysis and Recognition	2008-01-01
50|doi_________::79ffc5f084b7c957605198a3a6fc60b4	10.7551/mitpress/9286.001.0001	Open Access	Aaron Ballagh	\N	Crossref	2012-07-20
50|doi_________::1b0ffa8e6632cd017fb2550009eb0129	10.1142/8394	Multimodal Interactive Handwritten Text Transcription	Verónica Romero,Alejandro Héctor Toselli,Enrique Vidal	\N	Crossref,Series in Machine Perception and Artificial Intelligence ISBN: 9789814390330	2012-04-02
50|doi_________::d8dbd40f32d5034e3dbfb72479379c82	10.1002/9780470689646.ch1	Automatic Keyword Extraction from Individual Documents,Automatic Keyword Extraction from Individual Documents	Dave Engel,Nick Cramer,Wendy E. Cowley,Stuart J. Rose	Text Mining	Crossref,Text Mining: Applications and Theory	2010-03-04
50|doi_________::73b67a9447ce61af414be248799c26a3	10.1145/1416950.1416952	Rank-biased precision for measurement of retrieval effectiveness,Rank-biased precision for measurement of retrieval effectiveness	Alistair Moffat,Justin Zobel	ACM Transactions on Information Systems	Crossref	2008-12-01
50|doi_________::81caaac0c65ffb6aefe9a61363c0c59e	10.1109/34.824821	Online and off-line handwriting recognition: a comprehensive survey,Online and off-line handwriting recognition: a comprehensive survey	Réjean Plamondon,Sargur N. Srihari	IEEE Transactions on Pattern Analysis and Machine Intelligence	Crossref	2000-01-01
